縣市區域,站名,已停止營運,不確定是否有快篩服務,官方資料更新日期,資料來源,服務醫院,服務對象或區域,每日人數,服務時間,排隊或預約方法,掛號網址,戶外地點描述,地址,聯絡電話,備註,latitude,longitude,校對者,,結束營運資料來源,
台北市,西園醫院,FALSE,FALSE,,https://www.westgarden.com.tw/2021/05/17/%e3%80%90%e5%85%ac%e5%91%8a%e3%80%91%e3%80%8c%e6%80%a5%e8%a8%ba%e7%af%a9%e6%aa%a2%e3%80%8d%e9%87%8d%e8%a6%81%e5%85%ac%e5%91%8a/,西園醫院,接觸確診者，茶藝館工作者及顧客，發燒、有上呼吸道症狀者,,每日8:00-20:00,08:00 發號碼牌,,萬華區西園路二段270號,台北市萬華區西園路二段270號,02-2307-6968,,25.0277,121.49443,,,,
台北市,臺北榮民總醫院,FALSE,FALSE,,https://health.ltn.com.tw/article/breakingnews/3541532,臺北榮民總醫院,曾赴萬華茶藝館，街友、弱勢族群、新住民，出現發燒及上呼吸道症狀者，有意願篩檢之民眾。,,每日8:00-20:00,5/24日8時發放號碼牌，分早、中、晚3梯次。,,台北市北投區石牌路二段201號,台北市北投區石牌路二段201號,02-2871-2121,,25.11918001,121.51917,,,,
台北市,振興醫療財團法人振興醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105230135.aspx,振興醫療財團法人振興醫院,曾赴萬華茶藝館，街友、弱勢族群、新住民，出現發燒及上呼吸道症狀者，有意願篩檢之民眾。,,每日8:00-20:00,5/24日8時發放號碼牌，分早、中、晚3梯次。,,台北市北投區振興街45號,台北市北投區振興街45號,02-2826-4400,,25.11613054,121.5229511,,,,
台北市,新光吳火獅紀念醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105230135.aspx,新光吳火獅紀念醫院,曾赴萬華茶藝館，街友、弱勢族群、新住民，出現發燒及上呼吸道症狀者，有意願篩檢之民眾。,,每日8:00-20:00,5/24日8時發放號碼牌，分早、中、晚3梯次。,,台北市士林區文昌路95號,台北市士林區文昌路95號,02-2833-2211,,25.09628002,121.52032,,,,
台北市,馬偕紀念醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105230135.aspx,馬偕紀念醫院,曾赴萬華茶藝館，街友、弱勢族群、新住民，出現發燒及上呼吸道症狀者，有意願篩檢之民眾。,,每日8:00-20:00,5/24日8時發放號碼牌，分早、中、晚3梯次。,,台北市中山區中山北路二段92號,台北市中山區中山北路二段92號,02-2543-3535,,25.05888001,121.52256,,,,
台北市,康寧醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105230135.aspx,康寧醫院,曾赴萬華茶藝館，街友、弱勢族群、新住民，出現發燒及上呼吸道症狀者，有意願篩檢之民眾。,,每日8:00-20:00,5/24日8時發放號碼牌，分早、中、晚3梯次。,,台北市內湖區成功路五段420巷26號,臺北市台北市內湖區成功路五段420巷26號,02-2634-5500,,25.07575328,121.6088687,,,,
台北市,三軍總醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105230135.aspx,三軍總醫院,曾赴萬華茶藝館，街友、弱勢族群、新住民，出現發燒及上呼吸道症狀者，有意願篩檢之民眾。,,每日8:00-20:00,5/24日8時發放號碼牌，分早、中、晚3梯次。,,內湖區成功路二段325號,台北市內湖區成功路二段325號,02-8792-3311,,25.07167853,121.5925527,,,,
台北市,三軍總醫院松山分院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105230135.aspx,三軍總醫院松山分院,曾赴萬華茶藝館，街友、弱勢族群、新住民，出現發燒及上呼吸道症狀者，有意願篩檢之民眾。,,每日8:00-20:00,5/24日8時發放號碼牌，分早、中、晚3梯次。,,台北市松山區健康路131號,台北市松山區健康路131號, 02-2764-2151,,25.05432975,121.5576167,,,,
台北市,台北長庚紀念醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105230135.aspx,台北長庚紀念醫院,曾赴萬華茶藝館，街友、弱勢族群、新住民，出現發燒及上呼吸道症狀者，有意願篩檢之民眾。,,每日8:00-20:00,5/24日8時發放號碼牌，分早、中、晚3梯次。,,台北市松山區敦化北路199號,台北市松山區敦化北路199號,02-2713-5211,,25.05550001,121.54962,,,,
台北市,台安醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105230135.aspx,台安醫院,曾赴萬華茶藝館，街友、弱勢族群、新住民，出現發燒及上呼吸道症狀者，有意願篩檢之民眾。,,每日8:00-20:00,5/24日8時發放號碼牌，分早、中、晚3梯次。,,台北市松山區八德路二段424號,台北市松山區八德路二段424號,02-2771-8151,,25.04805,121.54728,,,,
台北市,博仁綜合醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105230135.aspx,博仁綜合醫院,曾赴萬華茶藝館，街友、弱勢族群、新住民，出現發燒及上呼吸道症狀者，有意願篩檢之民眾。,,每日8:00-20:00,5/24日8時發放號碼牌，分早、中、晚3梯次。,,台北市松山區光復北路66號,台北市松山區光復北路66號,02-2578-6677,,25.04990001,121.55769,,,,
台北市,台北醫學大學附設醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105230135.aspx,台北醫學大學附設醫院,曾赴萬華茶藝館，街友、弱勢族群、新住民，出現發燒及上呼吸道症狀者，有意願篩檢之民眾。,,每日8:00-20:00,5/24日8時發放號碼牌，分早、中、晚3梯次。,,台北市信義區吳興街252號,台北市信義區吳興街252號,02-2737-2181,,25.02589787,121.561792,,,,
台北市,萬芳醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105230135.aspx,萬芳醫院,曾赴萬華茶藝館，街友、弱勢族群、新住民，出現發燒及上呼吸道症狀者，有意願篩檢之民眾。,,每日8:00-20:00,5/24日8時發放號碼牌，分早、中、晚3梯次。,,台北市文山區興隆路三段111號,台北市文山區興隆路三段111號,02-2930-7930,,24.99984817,121.558147,,,,
台北市,國泰綜合醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105230135.aspx,國泰綜合醫院,曾赴萬華茶藝館，街友、弱勢族群、新住民，出現發燒及上呼吸道症狀者，有意願篩檢之民眾。,,每日8:00-20:00,5/24日8時發放號碼牌，分早、中、晚3梯次。,,台北市大安區仁愛路四段280號,台北市大安區仁愛路四段280號,02-2708-2121,,25.03694,121.55366,,,,
台北市,中山醫院快篩,FALSE,FALSE,6/11,https://www.nhi.gov.tw/Content_List.aspx?n=BD79A7DABFEC5993&topn=787128DAD5F71B1A,中山醫院,,,,,,,,,,,,,,,
台北市,台灣大學醫學院附設醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105230135.aspx,台灣大學醫學院附設醫院,曾赴萬華茶藝館，街友、弱勢族群、新住民，出現發燒及上呼吸道症狀者，有意願篩檢之民眾。,,每日8:00-20:00,5/24日8時發放號碼牌，分早、中、晚3梯次。,,台北市中正區中山南路7號,台北市中正區中山南路7號,02-2312-3456,,25.04078,121.51856,,,,
新北市,三重聯醫篩檢站,FALSE,FALSE,5/29,https://www.health.ntpc.gov.tw/basic/?mode=detail&node=8627,新北市立聯合醫院三重院區,三重、蘆洲,300,,08：00發號碼牌，09：00開始篩檢,,三重聯醫急診外,新北市三重區新北大道一段4號,02-2982-9111,,25.06097599,121.4903688,areong,,,
新北市,板橋聯醫篩檢站,FALSE,FALSE,5/29,https://www.health.ntpc.gov.tw/basic/?mode=detail&node=8627,新北市立聯合醫院板橋院區,板橋、三重,300,,08：00發號碼牌，09：00開始篩檢,,新北市聯合醫院板橋院區急診外,新北市板橋區英士路198號,02-2257-5151,,25.0237601,121.4575974,areong,,,
新北市,土城長庚篩檢站,FALSE,FALSE,,https://www.cgmh.org.tw/tw/News/Info/A/202105200017,新北市立土城醫院,土城、中和,300,上午 9:00-12:30  下午 13:00-16:30,僅接受網路預約,https://register.cgmh.org.tw/Department/V/V0990A,,新北市土城區金城路二段6號,02-2263-0588,,24.97627862,121.4486746,areong,,,
新北市,永和耕莘篩檢站,FALSE,FALSE,5/30,http://www.cthyh.org.tw/?aid=301&pid=0&page_name=detail&iid=158,永和耕莘醫院,永和、中和,每個時段限額100名，網路預約80名，現場掛號20名,週一至週六 9:00-11:30，週一至週五14:00-16:30,08:00、13:00發號碼牌,http://newreg.cthyh.org.tw/new_CthWebReg/webreg/Reg/booking_main5.aspx?order=register,永和耕莘醫院門診騎樓,新北市永和區中興街80號,02-6637-3659,,25.01195557,121.518064,areong,,,
新北市,新莊樂生篩檢站,TRUE,FALSE,,https://www.lslp.mohw.gov.tw/web/news/news_in.jsp?lang=tw&np_no=NP1621386415342,部立樂生療養院迴龍院區,限設籍新北市，以居住新莊、樹林、三重、蘆洲優先，有萬華高風險區活動或接觸史者,100,週一至週五 9:30～10:00、14:30〜15:00 完成報到,採預約制：一律使用網路掛號，不接受現場掛號,https://docs.google.com/forms/d/e/1FAIpQLSem8eAhGyw81fFQdAJ_GQm1kyy70TdrxQ6hK0mCy4r9H4s9Fg/viewform,部立樂生療養院迴龍院區急診室停車場旁，孫雅各紀念館前,桃園市龜山區萬壽路一段50巷2號,02-8200-6600,,25.02053249,121.4084258,areong,,https://www.facebook.com/myntpc/posts/4672438276106848,
新北市,泰山輔大篩檢站,FALSE,FALSE,,https://www.hospital.fju.edu.tw/News/Content?CID=1413,輔大醫院,新莊、泰山,300,每日9:00-16:00,每日08:00-09:00發放號碼牌,,輔大醫院急診室外,新北市泰山區貴子路69號,02-8512-8888,,25.04093228,121.4316592,areong,,,
新北市,中和社區篩檢站,FALSE,FALSE,5/30,http://www.cthyh.org.tw/?aid=301&pid=0&page_name=detail&iid=158,永和耕莘醫院,中和、永和,每個時段限額100名，網路預約80名，現場掛號20名,週一至週六 9:00-11:30，週一至週五14:00-16:30,08:30、13:30發號碼牌,http://newreg.cthyh.org.tw/new_CthWebReg/webreg/Reg/booking_main5.aspx?order=register,山北市民活動中心(鄰山北公園旁),新北市中和區莊敬路49巷29弄2號,02-2242-9432,,25.00623079,121.5015736,areong,,,
新北市,新店耕莘社區篩檢站,FALSE,FALSE,5/24,http://www.cth.org.tw/?aid=401&page_name=detail&iid=838,新店耕莘醫院,新店、中和,每個時段100位,週一至週六09：00-11：30 週一至週五13：30-16：00,08:30、13:00發號碼牌,,新店交通公園,新北市新店區民族路109號,02-2219-3391,,24.97668058,121.538522,areong,,,
新北市,雙和社區篩檢站,FALSE,FALSE,5/29,https://www.health.ntpc.gov.tw/basic/?mode=detail&node=8627,衛生福利部雙和醫院,中和,300,,08：00發號碼牌，09：00開始篩檢,,雙和醫院第二醫療大樓門口,新北市中和區中正路291號,02-2249-0088,,24.99195012,121.4938033,areong,,,
新北市,板橋機動篩檢站,TRUE,FALSE,5/29,https://www.health.ntpc.gov.tw/basic/?mode=detail&node=8627,新北市立聯合醫院,板橋,400,5/29起關閉篩檢站,08：00發號碼牌，09：00開始篩檢,,板橋音樂公園,新北市板橋區大同街70號,02-2257-5151,,25.02809269,121.4803792,areong,,,
新北市,中和機動篩檢站,FALSE,FALSE,5/29,http://www.yiher.com.tw/content.aspx?menuID=S0051&id=5384,怡和醫院,中和,"上午100名, 下午100名","每日09:00-12:00, 週一至週五14:00-17:00","08:30, 13:30發放號碼牌",https://docs.google.com/forms/d/e/1FAIpQLSdLc2m_UTKsn0_0ctI2NeYvMqvhykEpfiiTF455OyaxlnocOw/viewform,積穗市民活動中心,新北市中和區員山路455巷10號,02-2245-0009,,25.00456286,121.4791404,,,,
新北市,新店慈濟篩檢站,FALSE,FALSE,6/3,http://taipei.tzuchi.com.tw/%e6%96%b0%e5%ba%97%e6%85%88%e6%bf%9f%e7%a4%be%e5%8d%80%e7%af%a9%e6%aa%a2%e7%ab%99%e5%95%9f%e7%94%a8/,新店慈濟醫院,,200 （週六100）,"週一至週五 09:00-12：00, 13:30-16:30, 週六 09:00-12：00",每個時段網路預約50名，現場掛號50名,https://reg-prod.tzuchi-healthcare.org.tw/tchw/HIS5OpdReg/OpdTimeShow?Pass=XD;0097,新店慈濟醫院大門口左側戶外篩檢專區,新北市新店區建國路289號,02-6628-9779,,24.98572092,121.5360117,,,,
新北市,板橋機動篩檢站,FALSE,FALSE,5/31,https://www.health.ntpc.gov.tw/basic/?mode=detail&node=8632,板橋中興醫院,板橋,300（首日200）,6/1起每日,08：30發號碼牌，09：00開始篩檢,,永豐市民活動中心,新北市板橋區永豐街124號,02-2953-1919,,25.02101062,121.4771048,,,,
新北市,板橋大型篩檢(疫苗接種)站,FALSE,FALSE,6/3,https://www.ntch.ntpc.gov.tw/home.jsp?id=b0ad357ae42d3857&act=be4f48068b2b0031&dataserno=cdaefacc2ad6165a5ce98e929f5c85de&mserno=7c92934ee9eb055eca953e8c6540447c,新北市立聯合醫院,以有高風險區活動或接觸史者為優先,700,每日09:00-17:00,網路預約,https://reg.ntch.ntpc.gov.tw:4443/RapidScreeningWeb,華江抽水站旁,新北市板橋區環河西路四段與華江七路口,總機 02-2982-9111,,25.03497705,121.4686376,kane,啟用至6/20,https://www.ntch.ntpc.gov.tw/home.jsp?id=b0ad357ae42d3857&act=be4f48068b2b0031&dataserno=cdaefacc2ad6165a5ce98e929f5c85de&mserno=7c92934ee9eb055eca953e8c6540447c,
新北市,三重亞東篩檢站,FALSE,FALSE,6/4,https://www.femh.org.tw/research/news_detail.aspx?NewsNo=14692&Class=0,亞東紀念醫院,,每日300（首日200）,"週一至週五 09:00-11:30, 14:00-16:30, 週六日 09:00-11:30",網路預約80名，現場20名（8:30開始）,https://hos.femh.org.tw/newfemh/webregs/regsec_c.aspx?type=sec&id=0294Y,光興閱覽室,新北市三重區正義南路62-1號,總機 02-8966-7000,,25.05848597,121.4988535,,,,
新北市,新莊部北社區篩檢站,FALSE,FALSE,6/4,https://www.tph.mohw.gov.tw/?aid=301&page_name=detail&iid=1697,衛生福利部臺北醫院,限設籍新北市之市民,每日300（首日200）,"6/7起每日08:00-12:00, 13:00-17:00",每個時段網路預約100名，現場掛號50名,https://nreg.tph.mohw.gov.tw/OReg/OpoDoctorsVisitListPage?sectcategory=%E5%85%B6%E4%BB%96%E7%A7%91%E7%B3%BB&sectid=63&sectname=%E7%A4%BE%E5%8D%80%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E%E7%AF%A9%E6%AA%A2%E7%AB%99&showcd=N,部立台北醫院，民樂街入口旁,新北市新莊區長青街2號,總機 02-22765566,,25.04244474,121.4580947,,,,
新北市,蘆洲永安公園快篩站,FALSE,FALSE,6/6,https://www.health.ntpc.gov.tw/basic/?mode=detail&node=8651,宏仁醫院,,每日200（首日下午開始）,6/7起每日,08：30發號碼牌，09：00開始篩檢；13:30 發號碼牌，14:00開始篩檢,,蘆洲永安兒童公園活動中心,新北市蘆洲區永安北路二段42-6號,,,25.08164734,121.4818679,,,,
新北市,淡水馬偕社區篩檢站,FALSE,FALSE,6/7,https://www.health.ntpc.gov.tw/basic/?mode=detail&node=8682,淡水馬偕醫院,,200,08:00開始,網路預約，現場取號,https://tsreg.mmh.org.tw//DrSch.aspx?Lang=C&dept=O26G&dr=O26G&drname=%3F%AA%B4%AD%B5,淡水馬偕醫院安寧示範中心旁停車場,新北市淡水區民生路45號,02-2809-4661,,25.13945412,121.4626147,,,,
新北市,汐止體育場機動快篩站,FALSE,FALSE,6/7,https://reg.cgh.org.tw/tw/reg/COVID_03.jsp,汐止國泰醫院,,200,報到時間09:00-11:00（根據序號）,現場掛號前20名，網路預約180名（快篩當日10:00預約截止）,https://reg.cgh.org.tw/tw/reg/main_01.jsp,汐止綜合體育場（汐止秀豐市場高架鐵路對面）,新北市汐止區忠孝東路9號,02-2708-2121,,25.06601213,121.658758,,,,
新北市,機動篩檢隊,FALSE,FALSE,6/11,https://www.health.ntpc.gov.tw/basic/?mode=detail&node=8650,亞東紀念醫院,,300,"09:00-11:30, 13:30- 16:00",08:30 發放當日號碼牌,,樹林區羌寮市民活動中心（橋下）,新北市樹林區保安街二段172號,,,25.00501352,121.4137889,,,,
新北市,林口機動快篩站,FALSE,FALSE,6/11,https://enhua.com.tw/news/%e6%81%a9%e6%a8%ba%e9%86%ab%e9%99%a2%e3%80%8c%e6%9e%97%e5%8f%a3%e6%a9%9f%e5%8b%95%e5%bf%ab%e7%af%a9%e7%ab%99%e3%80%8d%e6%88%90%e7%ab%8b/,恩樺醫院,,每個時段120人,"平日: 08:30-11:30, 13:30-16:30, 例假日: 08:30-11:30",現場掛號20名（08:00拿號碼牌），網路預約100名,https://docs.google.com/forms/d/e/1FAIpQLScaV1A18oEn2TUJKFyWr0kIkLeRcbw22VpafyccoCpBkCOsIg/closedform,湖南市民活動中心,新北市林口區民權路165號,02-2263-2110,,25.08430741,121.3742707,,,,
桃園市,中壢區社區篩檢站,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,桃園11家責任醫院彼此調度服務,中壢區為主、彈性支援南北桃園,200-300,,,,中壢區中正公園內,桃園市中壢區中美路86號,,,24.95943057,121.2266681,areong,,,
桃園市,桃園區社區篩檢站,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,桃園11家責任醫院彼此調度服務,桃園區為主、支援北桃園,200-300,,,,桃園區桃園體育場、德育街旁,桃園市桃園區三民路一段1號,,,24.99438207,121.3228413,areong,,,
桃園市,龍潭區社區篩檢站,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,桃園11家責任醫院彼此調度服務,龍潭區為主、支援南桃園,200-300,,,,龍潭區龍潭圖書館旁行政園區內,桃園市龍潭區中興路680號,,,24.87033565,121.2220744,areong,,,
桃園市,楊梅區社區篩檢站,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,桃園11家責任醫院彼此調度服務,楊梅區為主、支援南桃園,200-300,,,,未知未公布,,,,,,areong,,,
新竹市,竹科篩檢站,FALSE,FALSE,6/3,https://www.sipa.gov.tw/home.jsp?mserno=201001210001&serno=201001210002&menudata=ChineseMenu&contlink=ap/information_1_view.jsp&dataserno=202106030002,,具高風險接觸史、活動史或有症狀的園區員工及其眷屬。,80,,透過科學園區廠商服務網進行線上預約,https://pavo.sipa.gov.tw/rwpWeb/,新竹科學園區原篤行會館前,新竹市東區篤行路1號,03-577-3311,,24.77007556,121.0251729,kane,https://www.cna.com.tw/news/afe/202106030069.aspx,,
新竹市,竹科移工篩檢站,FALSE,FALSE,6/4,https://www.sipa.gov.tw/home.jsp?mserno=201001210001&serno=201001210002&menudata=ChineseMenu&contlink=ap/information_1_view.jsp&dataserno=202106040003,,,800-1000,,,,新竹科學園區拖吊場旁停車場,新竹市東區篤行路,,,24.76845773,121.0219929,,,,
新竹市,新竹市府社區篩檢站,FALSE,FALSE,,https://www.2021.hccg.gov.tw/covid-19%E7%AF%A9%E6%AA%A2%E9%A0%90%E7%B4%84,國軍新竹地區醫院,有相關接觸、活動史的民眾預約。,,2021-05-24 14:00,03-535-5175,https://reurl.cc/1gnae9,國軍新竹地區醫院 正門右側停車場,新竹市北區武陵路3號,03-535-5175,,24.81676817,120.9628177,areong,,,
新竹縣,臺北榮民總醫院新竹分院,FALSE,FALSE,,http://www.vhct.gov.tw/web/b04_covid19/covid-19_sa.htm,臺北榮民總醫院新竹分院,任何有需求人士(自費),上午30人次，下午40人次（包含預約上限 上午15、下午20）,週一至週五8:30-11:00、14:00-19:00 週六8:30-11:00,03-5962134 #734 #236,,臺北榮民總醫院新竹分院戶外篩檢站,新竹縣竹東鎮中豐路一段81號,03-5962134#734/23,,24.72280601,121.1001722,,,,
新竹縣,竹北大安醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,大安醫院,,50,週一至週五8:30-11:00、14:00-19:00 週六8:30-11:00,0931-362-929,,,新竹縣竹北市博愛街298巷5號,03-555-7188,,24.83494324,121.0081491,,,,
新竹縣,湖口仁慈醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,湖口仁慈醫院,,50,週一至週五13:00-15:00,03-599-3500#2396,,,新竹縣湖口鄉忠孝路29號	,03-599-3500,,24.90057,121.04568,,,,
苗栗縣,後龍快篩站,TRUE,FALSE,,https://www.mlshb.gov.tw/tc/PressReleaseContent.aspx?id=3378&chk=02646138-857a-4212-99b3-c78ab93f8bfc&mid=15&param=pn%3d1%26department%3d%26key%3d,,與案2011確診者個案有接觸且足跡重疊者,,2021/5/20與 5/21 下午 13:30-16:30,037-558510、558520,已停止報名,後龍鎮復興里籃球場前面空地,苗栗縣後龍鎮中山路123號,03-777-3088,,24.61090646,120.8046491,chewei,,,
苗栗縣,造橋鄉社區快篩站,TRUE,FALSE,5/25,https://www.facebook.com/permalink.php?story_fbid=3811489445612909&id=594572610637958,,與案4906確診個案有接觸史且足跡重疊者,,5月27日下午1時30分至4時,報名時間：5月27日上午10時截止，電話（037）558510、558520,,三灣鄉南港溪伯公廟（造橋綠池對面）,,,,24.64813039,120.8742337,areong,,,
苗栗縣,三灣鄉社區快篩站,TRUE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,,與案4905確診個案有接觸史且足跡重疊者,,5月28日下午1時30分至4時,報名時間：5月28日上午10時截止，電話（037）-558510、558520,,三灣鄉永和村三元宮停車場,苗栗縣三灣鄉永和村3鄰11號,,,24.63860093,120.9237861,areong,,,
苗栗縣,頭份衛生所快篩站,TRUE,FALSE,2021/06/02,https://www.facebook.com/happiness.miaoli/posts/4040609692700820,,,,6/2 12:30-16:00,,,,,,,,,,,,
苗栗縣,頭份衛生所快篩站,TRUE,FALSE,2021/06/02,https://www.facebook.com/happiness.miaoli/posts/4040609692700820,,,,6/3 13:30-16:00,,,,,,,,,,,,
苗栗縣,造橋鄉綜合活動中心快篩站,TRUE,FALSE,2021/06/02,https://www.facebook.com/happiness.miaoli/posts/4040609692700820,,,,6/4 13:30-16:00,,,,,,,,,,,,
苗栗縣,竹南園區社區篩檢站,FALSE,FALSE,2021/06/06,https://www.facebook.com/happiness.miaoli/posts/4052985991463190,,本縣竹南鎮、頭份市居民，或與京元員工同住者,預估120人,6/6-6/11 13:00-16:30,6/11 10:00 報名截止，電話 0558510 558520 (8:00-17:00) 或網路報名，不接受現場報名,https://reurl.cc/dGGoR8,竹南園區社區公園,,苗栗衛生局 (037)558510、558520,,24.70989894,120.9211416,,,,
台中市,台中慈濟醫院,FALSE,FALSE,2021/05/29,https://taichung.tzuchi.com.tw/news/9/2018,台中慈濟醫院,符合資格免費,每個時段100人,"週一至週五08:00-12:00, 12:00-16:00",現場抽號碼牌等候,,台中慈濟醫院急診室外快篩站,台中市潭子區豐興路一段88號,04-3606-0666,與確診者有接觸或足跡重疊者,24.19490249,120.7219451,areong,,,
台中市,烏日林新醫院,FALSE,FALSE,2021/05/26,http://wlshosp.org.tw/%E6%9C%80%E6%96%B0%E6%B6%88%E6%81%AF/%E7%83%8F%E6%97%A5%E6%9E%97%E6%96%B0%E8%A8%AD%E7%BD%AEcovid-19%E5%BF%AB%E7%AF%A9%E7%AB%99-%E6%8F%90%E4%BE%9B%E7%B7%9A%E4%B8%8A%E9%A0%90%E7%B4%84/,林新醫院（烏日院區）,台中市民(備註資格),各80人,"週一至週五09:00-12:00, 14:00-17:00",2021/5/27開始,http://www.wlshosp.org.tw:8000/OReg/OpoDoctorsVisitListPage?sectcategory=%20%20%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E%E5%B0%88%E5%8D%80&sectid=0298&sectname=%E5%BF%AB%E7%AF%A9%E9%A0%90%E7%B4%84&showcd=N,後方機車停車場,台中市烏日區榮和路168號,04-2338-8766,與確診個案有接觸史且足跡重疊者,24.10934219,120.5980364,areong,,,
台中市,大里仁愛醫院,FALSE,FALSE,2021/06/10,https://www.health.taichung.gov.tw/1805601/post,台中仁愛醫院(大里院區),台中市民(備註資格),30,週一至週五16:00-20:00,2021/5/28開始,https://www.jah.org.tw/netreg/rdrlist.asp?m=99&m1=4&m2=428&gp=29&s=1&s1=103,急診室入口旁,台中市大里區東榮路483號,04-2481-9900,與確診個案有接觸史且足跡重疊者,24.10902202,120.6800885,areong,,,
